X1,Y1,X2,Y2,Text,Xavg,Yavg,again
67.790402,11.570546,73.239534,20.626588,1 1 1 1,70.51496800000001,16.098567000000003,True
10830,493.366677,717.973633,499.026342,of,715.4422314999999,496.1965095,False
719.750843,493.366677,725.813430,499.026342,its,722.7821365,496.1965095,False
727.550855,493.366677,750.773808,499.026342,contents,739.1623314999999,496.1965095,False
752.511233,493.366677,757.716828,499.026342,to,755.1140304999999,496.1965095,False
759.351245,493.366677,776.453530,499.026342,others,767.9023875,496.1965095,False
778.190954,493.366677,797.653779,499.026342,without,787.9223665,496.1965095,False
463.070815,500.446674,484.613105,506.106339,express,473.84196,503.2765065,False
486.350530,500.446674,521.555853,506.106339,authorization,503.9531915,503.2765065,False
523.310270,500.446674,527.692854,506.106339,is,525.5015619999999,503.2765065,False
529.430279,500.446674,558.132798,506.106339,prohibited.,543.7815385,503.2765065,False
559.910008,500.446674,586.852602,506.106339,Offenders,573.381305,503.2765065,False
588.710027,500.446674,597.149824,506.106339,will,592.9299255,503.2765065,False
598.910042,500.446674,605.795640,506.106339,be,602.352841,503.2765065,False
607.430689,500.446674,619.116295,506.106339,held,613.273492,503.2765065,False
620.750712,500.446674,635.076321,506.106339,liable,627.9135165,503.2765065,False
636.950738,500.446674,644.030428,506.106339,for,640.490583,503.2765065,False
645.710431,500.446674,654.276032,506.106339,the,649.9932315,503.2765065,False
656.030449,500.446674,679.693252,506.106339,payment,667.8618505,503.2765065,False
681.350462,500.446674,686.533264,506.106339,of,683.941863,503.2765065,False
688.190474,500.446674,715.213284,506.106339,damages.,701.701879,503.2765065,False
716.990494,500.446674,723.750260,506.106339,All,720.370377,503.2765065,False
725.510478,500.446674,740.572757,506.106339,rights,733.0416175,503.2765065,False
742.190182,500.446674,766.116457,506.106339,reserved,754.1533195,503.2765065,False
767.990874,500.446674,772.716468,506.106339,in,770.353671,503.2765065,False
774.470885,500.446674,782.916486,506.106339,the,778.6936854999999,503.2765065,False
784.670903,500.446674,799.693722,506.106339,event,792.1823125,503.2765065,False
463.070815,507.286671,468.133617,512.946337,of,465.602216,510.11650399999996,False
469.910827,507.286671,478.476428,512.946337,the,474.1936275,510.11650399999996,False
480.110845,507.286671,494.173340,512.946337,grant,487.1420925,510.11650399999996,False
495.950550,507.286671,501.013352,512.946337,of,498.481951,510.11650399999996,False
502.790562,507.286671,506.196154,512.946337,a,504.493358,510.11650399999996,False
507.830571,507.286671,526.693398,512.946337,patent.,517.2619845,510.11650399999996,False
528.350608,507.286671,542.453208,512.946337,utility,535.401908,510.11650399999996,False
544.190632,507.286671,560.910415,512.946337,model,552.5505235,510.11650399999996,False
562.550634,507.286671,568.070320,512.946337,or,565.310477,510.11650399999996,False
569.750323,507.286671,589.693150,512.946337,design.,579.7217364999999,510.11650399999996,False
591.350360,507.286671,604.036076,512.946337,(ISO,597.693218,510.11650399999996,False
605.750708,507.286671,624.950419,512.946337,16016),615.3505635,510.11650399999996,False
42.470803,542.502637,72.932298,547.626395,Cleanliness:,57.701550499999996,545.064516,False
67.790402,575.930320,73.239534,584.986362,1,70.51496800000001,580.458341,False
477.110851,461.392555,487.749013,466.039790,Start,482.429932,463.71617249999997,False
489.110924,461.392555,506.787280,466.039790,drawing,497.94910200000004,463.71617249999997,False
618.710753,478.784060,641.429172,483.133038,REVISION,630.0699625,480.958549,False
642.830935,478.784060,663.970438,483.133038,HISTORY,653.4006864999999,480.958549,False
42.470583,549.941496,54.205074,555.839701,Part,48.3378285,552.8905985,False
56.030626,549.941496,66.422119,555.839701,has,61.2263725,552.8905985,False
68.270661,549.941496,73.619581,555.839701,to,70.945121,552.8905985,False
75.350679,549.941496,82.499604,555.839701,be,78.9251415,552.8905985,False
84.350703,549.941496,114.659691,555.839701,degreased,99.505197,552.8905985,False
116.510790,549.941496,127.259724,555.839701,and,121.885257,552.8905985,False
129.110822,549.941496,140.099753,555.839701,free,134.6052875,552.8905985,False
141.830852,549.941496,147.205319,555.839701,of,144.51808549999998,552.8905985,False
149.030870,549.941496,174.805413,555.839701,deposits.,161.9181415,552.8905985,False
176.630964,549.941496,208.019915,555.839701,detachable,192.32543950000002,552.8905985,False
42.470583,557.261493,57.062091,563.159698,burrs,49.766337,560.2105955,False
58.910637,557.261493,69.659571,563.159698,and,64.285104,560.2105955,False
71.510669,557.261493,87.807721,563.159698,visual,79.659195,560.2105955,False
89.630716,557.261493,119.339700,563.159698,detectable,104.485208,560.2105955,False
121.190798,557.261493,146.845344,563.159698,particles.,134.01807100000002,560.2105955,False
42.470583,566.502628,62.643029,571.626386,Delivery,52.556805999999995,569.064507,False
64.310613,566.502628,91.052115,571.626386,conditions:,77.681364,569.064507,False
823.426286,443.810373,829.963283,452.866415,E,826.6947845,448.338394,False
462.470815,470.504063,473.619336,474.853041,REV.,468.0450755,472.67855199999997,False
99.350560,510.285187,161.902038,516.719743,5129275_Rev01.stp,130.62629900000002,513.502465,False
42.470803,522.582645,54.913748,527.706403,Valid,48.692275499999994,525.144524,False
56.510817,522.582645,62.917256,527.706403,for,59.714036500000006,525.144524,False
64.550833,522.582645,70.101797,527.706403,all,67.326315,525.144524,False
71.630850,522.582645,103.993826,527.706403,untoleranced,87.812338,525.144524,False
105.590900,522.582645,135.452419,527.706403,dimensions:,120.5216595,525.144524,False
528.950788,309.462546,540.315358,321.730116,r,534.633073,315.59633099999996,False
546.110782,311.330426,572.799812,320.386468,Ø0.05,559.455297,315.85844699999996,False
576.830769,311.330426,583.367767,320.386468,B,580.0992679999999,315.85844699999996,False
447.401371,394.990749,456.457414,407.399837,Ra,451.9293925,401.195293,False
447.401371,378.550836,456.457414,392.279923,0.8,451.9293925,385.4153795,False
233.270907,372.222521,248.481664,384.490091,c,240.8762855,378.356306,False
252.590899,375.770400,277.119929,384.826442,0.005,264.855414,380.29842099999996,False
112.551016,387.885236,143.302523,394.319792,Hardened,127.9267695,391.10251400000004,False
145.310958,387.885236,151.102519,394.319792,to,148.2067385,391.10251400000004,False
152.990954,387.885236,160.822502,394.319792,48,156.906728,391.10251400000004,False
162.710937,387.885236,177.818379,394.319792,HRC,170.264658,391.10251400000004,False
179.870921,387.885236,195.982459,394.319792,+2/-0,187.92669,391.10251400000004,False
112.551016,396.525232,114.869772,402.959789,-,113.71039400000001,399.7425105,False
275.441440,420.259573,284.497482,432.239827,Rz,279.969461,426.24969999999996,False
275.441440,398.470841,284.497482,417.479900,0.25,279.969461,407.9753705,False
42.470803,396.822696,53.674193,401.946454,Raw,48.072497999999996,399.38457500000004,False
55.190820,396.822696,64.892301,401.946454,part,60.0415605,399.38457500000004,False
66.470844,396.822696,75.092321,401.946454,No:,70.7815825,399.38457500000004,False
527.270789,295.662551,542.161031,307.930122,b,534.71591,301.7963365,False
549.950780,297.290431,568.959869,306.346474,0.01,559.4553245,301.81845250000003,False
576.830769,297.290431,583.367767,306.346474,A,580.0992679999999,301.81845250000003,False
450.516211,316.048318,456.950767,329.519874,0.04,453.73348899999996,322.784096,False
260.030896,340.250414,273.639984,349.306457,1.5,266.83544,344.7784355,False
275.270891,338.925255,279.337419,345.359812,+,277.30415500000004,342.1425335,False
276.110890,344.685253,278.429646,351.119810,-,277.270268,347.9025315,False
279.710885,338.445256,289.342435,344.879812,0.1,284.52666,341.662534,False
279.710885,345.405253,283.582442,351.839809,0,281.64666350000005,348.622531,False
42.470583,362.142710,48.621545,367.266467,All,45.546064,364.7045885,False
50.270591,362.142710,78.483046,367.266467,dimensions,64.3768185,364.7045885,False
80.150630,362.142710,93.483068,367.266467,apply,86.816849,364.7045885,False
95.030651,362.142710,99.673592,367.266467,to,97.35212150000001,364.7045885,False
101.270665,362.142710,109.033609,367.266467,the,105.152137,364.7045885,False
110.510682,362.142710,129.793658,367.266467,finished,120.15217,364.7045885,False
131.390731,362.142710,141.092219,367.266467,part,136.24147499999998,364.7045885,False
142.550747,362.142710,164.713740,367.266467,including,153.63224350000002,364.7045885,False
166.311131,362.142710,206.062152,367.266467,surface/material,186.1866415,364.7045885,False
42.470583,368.502707,67.652084,373.626465,treatment.,55.0613335,371.06458599999996,False
42.471092,376.782704,63.932586,381.906462,Material:,53.201839,379.344583,False
65.510574,376.670398,86.038874,382.866416,1.4021,75.774724,379.768407,False
122.630951,376.782704,139.923402,381.906462,Quality,131.2771765,379.344583,False
141.590979,376.782704,164.852498,381.906462,standard:,153.22173850000001,379.344583,False
173.150931,376.845240,182.858385,383.279797,EN,178.004658,380.0625185,False
184.790926,376.845240,204.262445,383.279797,10095,194.5266855,380.0625185,False
42.470583,406.782692,61.753540,411.906450,Surface,52.112061499999996,409.344571,False
63.350613,406.782692,81.932110,411.906450,texture:,72.6413615,409.344571,False
735.470706,220.252619,749.657007,233.745879,R0.,742.5638564999999,226.99924900000002,False
749.750706,225.652615,754.843312,234.705879,5,752.297009,230.179247,False
263.683349,264.082055,275.496933,273.479891,45,269.590141,268.780973,False
269.083343,260.725762,278.136932,264.119890,°,273.6101375,262.422826,False
363.710855,295.095693,373.516364,308.679775,Y,368.6136095,301.887734,False
267.833014,296.210432,281.562101,305.266474,0.7,274.6975575,300.73845300000005,False
255.230898,322.010421,261.767895,331.066464,A,258.4993965,326.5384425,False
42.470803,386.862700,83.181823,391.986458,Surface/material,62.826313,389.424579,False
84.830876,386.862700,109.892388,391.986458,treatment:,97.361632,389.424579,False
730.790708,159.650486,753.159781,168.706529,-0.05,741.9752444999999,164.1785075,False
664.790734,162.770485,681.759836,171.826528,-0.1,673.2752849999999,167.2985065,False
823.066288,243.770453,830.142318,252.826495,C,826.6043030000001,248.298474,False
174.590930,249.050451,186.571199,258.106493,Rz,180.5810645,253.578472,False
189.230872,249.050451,202.959960,258.106493,1.6,196.095416,253.578472,False
174.590930,258.890447,191.971170,267.946489,Rpk,183.28105,263.41846799999996,False
194.750843,258.890447,208.359931,267.946489,0.2,201.555387,263.41846799999996,False
154.790938,284.450436,161.327936,293.506479,E,158.059437,288.9784575,False
161.390935,281.142557,183.433255,293.410128,#,172.41209500000002,287.2763425,False
183.470927,284.450436,189.459091,293.506479,F,186.465009,288.9784575,False
156.950937,296.742551,167.994991,309.010121,f,162.472964,302.87633600000004,False
174.110930,298.370431,193.119990,307.426473,0.01,183.61545999999998,302.898452,False
197.150921,298.370431,203.687919,307.426473,A,200.41942,302.898452,False
154.790938,308.982546,170.001696,321.250116,c,162.396317,315.116331,False
174.110930,312.410425,193.119990,321.466468,0.01,183.61545999999998,316.9384465,False
31.910589,343.730413,38.986619,352.786455,D,35.448604,348.25843399999997,False
823.426286,143.690493,829.963283,152.746535,B,826.6947845,148.218514,False
624.710745,225.772685,631.590290,236.265859,.5,628.1505175,231.019272,False
614.150754,230.212686,624.750290,242.985857,R0,619.450522,236.5992715,False
453.761369,368.454986,462.817411,376.079850,Ø,458.28939,372.267418,False
453.761369,354.910765,462.817411,368.519853,4.5,458.28939,361.71530900000005,False
453.761369,342.070820,462.817411,352.439936,x7,458.28939,347.255378,False
450.875190,334.940618,463.804095,339.599864,(,457.33964249999997,337.270241,False
450.996211,330.853338,457.430767,334.919866,+,454.213489,332.88660200000004,False
457.716208,330.853338,464.150764,334.919866,+,460.933486,332.88660200000004,False
457.476208,312.088313,463.910764,329.519874,0.028,460.693486,320.8040935,False
450.875190,307.460629,463.804095,312.119875,),457.33964249999997,309.790252,False
450.453489,286.283230,462.721060,304.799878,È,456.58727450000004,295.541554,False
141.950943,244.850452,148.487941,253.906495,E,145.21944200000002,249.37847349999998,False
666.230734,143.210493,683.199836,152.266535,-0.1,674.715285,147.738514,False
530.201338,214.339641,539.257381,224.639910,2x,534.7293595,219.4897755,False
530.201338,203.935104,539.257381,211.559968,Ø,534.7293595,207.747536,False
530.201338,184.990859,539.257381,203.999918,19.2,534.7293595,194.4953885,False
528.036180,179.173440,534.470736,183.239968,+,531.2534579999999,181.206704,False
534.756177,180.081170,541.190733,182.399927,-,537.9734550000001,181.2405485,False
528.036180,174.928374,534.470736,178.799932,0,531.2534579999999,176.864153,False
534.876177,165.208391,541.310733,178.799932,0.05,538.093455,172.0041615,False
530.201338,149.412075,539.257381,162.600210,CT,534.7293595,156.0061425,False
408.230413,143.535754,417.212672,157.119836,Z,412.7215425,150.32779499999998,False
504.401348,205.255051,513.457391,212.879915,Ø,508.9293695,209.067483,False
504.401348,180.910887,513.457391,205.319918,15.15,508.9293695,193.11540250000002,False
503.076190,175.213399,509.510746,179.279927,+,506.29346799999996,177.246663,False
508.836187,176.121172,515.270744,178.439929,-,512.0534655,177.2805505,False
502.596190,161.248393,509.030746,174.839934,0.05,505.813468,168.0441635,False
509.556187,170.968376,515.990744,174.839934,0,512.7734654999999,172.904155,False
379.841398,148.855074,388.897441,156.479937,Ø,384.36941950000005,152.6675055,False
379.841398,133.990852,388.897441,147.479941,4.1,384.36941950000005,140.73539649999998,False
348.163641,137.019384,357.216834,142.799920,R,352.69023749999997,139.909652,False
352.243621,132.588452,361.296814,137.039945,0,356.7702175,134.81419849999997,False
355.363618,125.988458,365.976808,132.599948,.8,360.670213,129.294203,False
205.963601,116.896848,216.216897,125.999950,5°,211.090249,121.448399,False
552.470779,63.102644,563.835349,75.370215,r,558.153064,69.2364295,False
567.830773,64.970524,594.519803,74.026567,Ø0.05,581.175288,69.4985455,False
597.230658,64.970524,610.298778,74.026567,CZ,603.7647179999999,69.4985455,False
614.390754,64.970524,620.927752,74.026567,B,617.659253,69.4985455,False
401.270839,73.182640,416.161081,85.450211,g,408.71596,79.31642550000001,False
420.230832,74.810520,439.239891,83.866563,0.01,429.7353615,79.33854149999999,False
32.150587,143.690493,38.687585,152.746535,B,35.419086,148.218514,False
31.910589,243.770453,38.986619,252.826495,C,35.448604,248.298474,False
823.426286,43.490533,829.963283,52.546575,A,826.6947845,48.018553999999995,False
552.470779,50.930530,562.771048,59.986572,2x,557.6209134999999,55.458551,False
407.750837,53.382648,422.641079,65.650219,b,415.195958,59.516433500000005,False
426.710829,55.010528,445.719889,64.066571,0.01,436.21535900000003,59.5385495,False
449.750820,55.010528,456.287818,64.066571,A,453.019319,59.5385495,False
343.430863,65.055785,353.236372,78.639867,X,348.3336175,71.847826,False
32.390586,544.010333,38.378750,553.066375,F,35.384668,548.538354,False
768.827013,11.450546,774.276145,20.506588,8,771.551579,15.978567,False
342.230863,30.855799,366.796320,44.439881,A-A,354.51359149999996,37.64784,False
370.910771,30.855799,375.806176,44.439881,(,373.3584735,37.64784,False
379.910754,30.855799,388.084462,44.439881,5,383.997608,37.64784,False
392.150721,30.855799,396.237575,44.439881,:,394.194148,37.64784,False
400.190718,30.855799,408.364426,44.439881,1,404.27757199999996,37.64784,False
412.430685,30.855799,417.326089,44.439881,),414.878387,37.64784,False
32.150587,43.490533,38.687585,52.546575,A,35.419086,48.018553999999995,False
32.150587,443.810373,38.687585,452.866415,E,35.419086,448.338394,False
668.627485,11.450546,674.076616,20.506588,7,671.3520504999999,15.978567,False
798.350740,564.107788,803.011241,571.853032,1,800.6809905,567.98041,False
805.430678,564.107788,807.760928,571.853032,/,806.5958029999999,567.98041,False
810.230659,564.107788,814.891160,571.853032,1,812.5609095,567.98041,False
765.587245,575.930320,777.516363,584.986362,A3,771.551804,580.458341,False
