,X1,Y1,X2,Y2,Text,X,Y,d,cluster
0,187.180925,815.746851,198.28075800000002,833.135725,n,192.7308415,824.441288,False,0
1,198.340921,820.4512070000001,213.724746,833.267817,35,206.0328335,826.859512,False,0
2,217.30091299999998,816.8400780000001,223.059244,825.960723,+,220.1800785,821.4004004999998,False,0
3,224.86091000000002,816.360079,238.503158,825.480723,0.2,231.682034,820.9204010000002,False,0
4,217.30091299999998,826.320075,223.059244,835.4407190000001,+,220.1800785,830.8803969999999,False,0
5,224.86091000000002,826.080075,244.143154,835.200719,0.01,234.502032,830.640397,False,0
6,248.02090099999998,815.746851,274.240367,833.135725,É,261.130634,824.441288,False,0
7,278.020877,820.4512070000001,287.262692,833.267817,K,282.6417845,826.859512,False,0
8,287.26088500000003,815.746851,318.47268199999996,833.135725,#,302.8667835,824.441288,False,0
9,318.580873,820.4512070000001,326.284694,833.267817,L,322.43278349999997,826.859512,False,0
10,1111.191445,494.016255,1124.007599,521.039792,86.3,1117.599522,507.5280235,False,1
11,857.632547,546.096232,870.4487,569.279772,110,864.0406234999999,557.688002,False,2
12,832.0725570000001,519.3059599999999,844.888711,570.8397719999999,(209.74),838.480634,545.072866,False,3
13,977.620609,769.211228,1000.8040269999999,782.027838,110,989.212318,775.619533,False,4
14,591.940763,812.6196669999999,605.78209,831.815352,S,598.8614265,822.2175095,False,5
15,611.500765,812.6196669999999,618.411053,831.815352,(,614.955909,822.2175095,False,5
16,624.220783,812.6196669999999,635.7586809999999,831.815352,2,629.989732,822.2175095,False,5
17,641.620794,812.6196669999999,647.389743,831.815352,:,644.5052684999999,822.2175095,False,5
18,653.140762,812.6196669999999,664.678659,831.815352,1,658.9097105000002,822.2175095,False,5
19,670.4207719999999,812.6196669999999,677.33106,831.815352,),673.875916,822.2175095,False,5
20,967.3001130000001,799.331216,981.9079839999999,812.147826,2x,974.6040485,805.739521,False,6
21,985.780606,799.331216,1008.8444929999999,812.147826,140,997.3125494999999,805.739521,False,6
22,1010.6195960000001,797.5089889999999,1019.1836109999999,809.911088,`,1014.9016035,803.7100385,False,6
23,1019.259592,800.880085,1032.901811,810.000729,0.5,1026.0807015,805.440407,False,6
24,769.540692,816.46685,785.6328570000001,833.855725,j,777.5867745,825.1612875000002,False,7
25,791.260683,819.251208,821.4045179999999,832.067818,Ø0.2,806.3326005,825.6595130000002,False,7
26,827.020669,819.251208,836.262484,832.067818,A,831.6415764999998,825.6595130000002,False,7
27,841.9006630000001,819.251208,851.142478,832.067818,B,846.5215705,825.6595130000002,False,7
28,655.420738,835.066843,666.520571,852.4557169999999,n,660.9706545,843.7612799999998,False,5
29,666.460733,839.7712,681.844529,852.58781,37,674.1526309999998,846.1795050000002,False,5
30,685.540726,839.7712,710.884518,852.58781,H12,698.212622,846.1795050000002,False,5
31,714.4607139999999,835.634036,721.049117,853.9351529999999,(,717.7549155,844.7845945,False,5
32,745.300702,835.634036,751.889104,853.9351529999999,),748.5949029999998,844.7845945,False,5
33,719.740712,836.88007,725.4990429999999,846.000715,+,722.6198775,841.4403925,False,5
34,726.1007099999999,836.280071,745.382909,845.400715,0.25,735.7418094999999,840.840393,False,5
35,720.940712,845.160067,731.582956,855.1207109999999,-0,726.2618339999998,850.140389,False,5
36,1563.832702,193.366806,1581.806998,213.119915,50°,1572.81985,203.2433605,False,8
37,1418.610908,301.041533,1435.9946810000001,310.919876,n,1427.3027945000001,305.9807045,False,9
38,1428.3535470000002,294.223619,1441.1668300000001,301.07988,4,1434.7601885,297.6517495,False,9
39,1451.610894,299.616547,1468.994668,310.31987599999997,n,1460.302781,304.96821150000005,False,9
40,1459.313896,284.771268,1474.166716,299.63988,60,1466.740306,292.205574,False,9
41,1532.270923,381.936016,1545.087533,397.319841,13,1538.679228,389.6279285,False,10
42,1532.270923,352.755985,1545.087533,378.119847,MIN,1538.679228,365.43791600000003,False,10
43,1657.5406369999998,377.651385,1667.544521,390.467994,C,1662.542579,384.0596895,False,11
44,1513.659395,496.451337,1528.267324,509.267947,4x,1520.9633595,502.859642,False,12
45,1532.139392,496.451337,1577.643206,509.267947,M5x0.8,1554.8912990000001,502.859642,False,13
46,1295.6204619999999,614.979746,1310.6031269999999,634.175431,U,1303.1117945,624.5775884999999,False,14
47,1315.059474,613.7797469999999,1328.900801,632.9754320000001,Y,1321.9801375,623.3775895,False,14
48,1324.05947,639.939736,1336.738707,659.135421,T,1330.3990884999996,649.5375785,False,15
49,1260.580303,614.619746,1273.2595390000001,633.815431,Z,1266.9199210000002,624.2175884999998,False,14
50,1275.09949,763.93123,1290.6033439999999,776.74784,80,1282.851417,770.3395350000002,False,16
51,1292.379483,761.989003,1300.943498,774.391103,`,1296.6614905,768.190053,False,16
52,1300.89948,765.360099,1314.6616980000001,774.480743,0.3,1307.780589,769.920421,False,16
53,1409.379436,651.586916,1430.463932,668.975791,b,1419.921684,660.2813535,False,17
54,1436.139426,653.8912740000001,1455.483238,666.707884,0.1,1445.811332,660.299579,False,17
55,1461.219416,653.8912740000001,1485.023195,666.707884,B-C,1473.1213054999996,660.299579,False,17
56,1411.899435,668.866909,1427.9916,686.255784,i,1419.9455175,677.5613464999999,False,17
57,1436.139426,673.811266,1455.483238,686.627876,0.1,1445.811332,680.2195710000002,False,17
58,1461.219416,673.811266,1485.023195,686.627876,B-C,1473.1213054999996,680.2195710000002,False,17
59,1657.900637,661.091271,1667.142452,673.907881,E,1662.5215445000001,667.4995759999998,False,18
60,1380.099448,768.70687,1396.1916130000002,786.0957440000001,i,1388.1455305,777.401307,False,19
61,1401.939439,773.531226,1421.163251,786.347836,0.2,1411.551345,779.939531,False,19
62,1426.779429,773.531226,1450.703209,786.347836,B-C,1438.741319,779.939531,False,19
63,1658.2606369999999,802.811214,1666.726527,815.627824,F,1662.493582,809.219519,False,20
64,978.460609,826.811205,993.1880699999999,839.627815,4x,985.8243395,833.21951,False,21
65,998.8606,826.811205,1019.882984,839.627815,90°,1009.371792,833.21951,False,21
66,769.540692,839.0512,814.924506,851.86781,M5x0.8,792.2325989999998,845.459505,False,7
67,818.740675,839.0512,823.354655,851.86781,-,821.047665,845.459505,False,7
68,827.2607059999999,839.0512,855.7244890000001,851.86781,Thru,841.4925975,845.459505,False,7
69,1657.5406369999998,519.3713280000001,1667.544521,532.187938,D,1662.542579,525.779633,False,22
70,1383.099447,729.1068849999999,1398.737763,746.49576,f,1390.918605,737.8013225,False,19
71,1407.3394369999999,731.411243,1426.563249,744.227853,0.1,1416.9513430000004,737.8195479999998,False,19
72,1432.179427,731.411243,1441.421242,744.227853,E,1436.8003345,737.8195479999998,False,19
73,1380.099448,746.386878,1401.637792,763.775753,c,1390.86862,755.0813155000002,False,19
74,1407.3394369999999,751.211235,1426.563249,764.0278450000001,0.1,1416.9513430000004,757.6195399999998,False,19
75,1185.099526,733.451242,1212.1233710000001,746.267852,12.5,1198.6114484999996,739.859547,False,23
76,1213.899514,732.469015,1222.4635289999999,744.8711139999999,`,1218.1815215,738.6700645000002,False,23
77,1222.4195109999998,735.840111,1227.901758,744.960755,2,1225.1606345,740.400433,False,23
78,986.8606050000001,735.5868830000001,997.9604380000001,752.975757,n,992.4105215,744.28132,False,24
79,997.9006009999999,740.291239,1013.4044550000001,753.107849,51,1005.652528,746.6995440000002,False,24
80,769.540692,799.331216,784.148564,812.147826,4x,776.8446280000002,805.739521,False,7
81,578.860768,857.411193,586.5645900000001,870.2278029999999,2,582.712679,863.8194980000002,False,25
82,1592.619358,266.534156,1598.21495,279.34724900000003,5,1595.417154,272.9407025,False,26
83,1186.059526,705.611253,1212.96337,718.427863,12.5,1199.511448,712.019558,False,27
84,1214.859514,704.629026,1223.423529,717.031126,`,1219.1415215,710.830076,False,27
85,1223.3795109999999,708.0001219999999,1228.8617570000001,717.120766,2,1226.120634,712.5604440000001,False,27
86,947.860621,708.219709,961.701948,727.415394,A,954.7812845,717.8175514999999,False,28
87,775.66069,748.811236,784.902505,761.627846,E,780.2815975000002,755.2195409999998,False,29
88,475.42080999999996,787.186862,491.51297400000004,804.575736,r,483.466892,795.881299,False,30
89,499.7808,789.73122,537.484609,802.54783,Ø0.05,518.6327045,796.139525,False,30
90,543.100783,789.73122,567.02468,802.54783,B-C,555.0627314999998,796.139525,False,31
91,472.90081100000003,807.346854,493.98530700000003,824.735728,g,483.443059,816.041291,False,30
92,505.06079800000003,809.651212,532.084584,822.467822,0.03,518.572691,816.0595169999998,False,30
93,472.90081100000003,829.451204,479.828708,842.267814,J,476.3647595,835.859509,False,30
94,479.860808,824.746847,511.07260499999995,842.1357210000001,#,495.46670650000004,833.441284,False,30
95,511.060796,829.451204,520.30261,842.267814,K,515.681703,835.859509,False,30
96,1657.900637,235.931441,1667.142452,248.74805099999998,B,1662.5215445000001,242.339746,False,32
97,1392.939443,468.25134800000006,1402.181258,481.06795800000003,A,1397.5603505000001,474.65965300000005,False,33
98,1296.339481,507.69978899999995,1310.180808,526.895474,X,1303.2601445,517.2976315000002,False,34
99,1210.311051,781.5358620000001,1223.127661,799.31968,Ra,1216.719356,790.4277709999999,False,35
100,1210.311051,758.4958809999999,1223.127661,777.719693,1.6,1216.719356,768.107787,False,35
101,472.90081100000003,759.9468730000001,493.98530700000003,777.335747,g,483.443059,768.64131,False,36
102,505.06079800000003,762.371231,532.084584,775.187841,0.03,518.572691,768.779536,False,36
103,179.020928,781.066865,190.120762,798.455739,n,184.570845,789.761302,False,0
104,190.180924,785.771221,205.564749,798.5878309999999,35,197.8728365,792.179526,False,0
105,209.140916,785.771221,226.80473500000002,798.5878309999999,H8,217.9728255,792.179526,False,0
106,230.380908,781.754057,236.96931,800.055175,(,233.675109,790.904616,False,0
107,235.78090600000002,783.000092,241.539237,792.1207360000001,+,238.6600715,787.5604139999999,False,0
108,236.98090499999998,791.280089,240.264337,800.4007330000001,-,238.622621,795.8404109999999,False,0
109,242.02090299999998,782.520092,266.823171,791.6407360000001,0.039,254.42203700000002,787.080414,False,0
110,266.740893,781.754057,273.329296,800.055175,),270.03509449999996,790.904616,False,0
111,277.18088900000004,781.066865,303.400355,798.455739,É,290.29062200000004,789.761302,False,0
112,307.30086600000004,785.771221,314.228763,798.5878309999999,J,310.7648145,792.179526,False,0
113,314.260874,781.066865,345.47267200000005,798.455739,#,329.866773,789.761302,False,0
114,345.460862,785.771221,354.702677,798.5878309999999,K,350.0817695,792.179526,False,0
115,242.02090299999998,792.240088,247.50315,801.360733,0,244.76202650000002,796.8004105,False,0
116,771.100692,705.946895,792.639036,723.335769,c,781.869864,714.641332,False,37
117,798.3406809999999,710.771251,817.564493,723.5878610000001,0.1,807.952587,717.1795559999999,False,37
118,729.820708,717.851248,745.204504,730.667858,15,737.512606,724.2595530000001,False,38
119,475.42080999999996,739.786881,491.51297400000004,757.175755,r,483.466892,748.481318,False,36
120,499.7808,742.451239,537.484609,755.2678480000001,Ø0.05,518.6327045,748.8595435,False,36
121,543.100783,742.451239,553.1046660000001,755.2678480000001,C,548.1027245,748.8595435,False,36
122,1620.6993519999999,247.68057799999997,1627.017441,260.400871,0.,1623.8583965,254.0407245,False,39
123,1627.0593470000001,252.96057599999997,1631.29553,262.080869,1,1629.1774385,257.52072250000003,False,39
124,1437.711315,417.81628900000004,1450.527468,433.19982699999997,17,1444.1193915,425.508058,False,40
125,1435.6487339999999,407.475819,1448.050833,416.039834,`,1441.8497835,411.7578265,False,40
126,1439.0198300000002,401.91759,1448.140474,407.399837,2,1443.580152,404.6587135,False,40
127,1268.859492,438.819817,1282.700819,458.015501,V,1275.7801554999999,448.417659,False,41
128,1270.659492,468.57980499999996,1290.249016,487.77549000000005,W,1280.454254,478.1776475,False,42
129,1178.379535,455.292437,1185.925189,468.107659,5,1182.1523619999998,461.700048,False,43
130,1142.859506,461.052432,1157.205159,475.42765,8x,1150.0323325,468.240041,False,43
131,1160.979536,458.892429,1170.7780289999998,471.707651,R,1165.8787825,465.30004,False,43
132,1170.819542,456.852432,1178.3651960000002,469.667654,1,1174.592369,463.260043,False,43
133,1111.191445,613.776202,1124.007599,648.479741,88.24,1117.599522,631.1279715000002,False,44
134,729.700705,700.179712,743.542031,719.375397,B,736.621368,709.7775545,False,38
135,637.660745,717.851248,653.044541,730.667858,15,645.352643,724.2595530000001,False,45
136,698.99261,756.576159,711.808764,774.23969,Ra,705.4006870000002,765.4079245,False,46
137,698.99261,733.416162,711.808764,752.639696,3.2,705.4006870000002,743.027929,False,46
138,223.540911,733.906883,234.64074399999998,751.295758,n,229.0908275,742.6013204999998,False,47
139,234.580906,738.6112400000001,249.964731,751.42785,21,242.2728185,745.019545,False,47
140,253.54089900000002,738.6112400000001,271.32471699999996,751.42785,H7,262.432808,745.019545,False,47
141,274.78089,734.474076,281.369292,752.775194,(,278.07509100000004,743.624635,False,47
142,280.180888,735.840111,285.939219,744.960755,+,283.06005350000004,740.400433,False,47
143,281.38088700000003,744.000108,284.664319,753.1207519999999,-,283.022603,748.56043,False,47
144,286.540885,735.1201110000001,311.223154,744.240755,0.021,298.88201949999996,739.680433,False,47
145,311.260875,734.474076,317.84927799999997,752.775194,),314.5550765000001,743.624635,False,47
146,321.700871,733.906883,347.920337,751.295758,É,334.810604,742.6013204999998,False,47
147,286.540885,744.960107,292.023132,754.080751,0,289.2820085,749.5204289999998,False,47
148,1613.9793539999998,238.90922200000003,1620.597104,251.31131000000002,`,1617.288229,245.11026600000002,False,39
149,1409.393554,317.85659300000003,1428.086833,338.399865,B.C,1418.7401935,328.128229,False,9
150,1419.833548,314.33173700000003,1432.6468300000001,317.759867,.,1426.240189,316.045802,False,9
151,1130.379548,379.931384,1148.8833339999999,392.747994,Ø9,1139.631441,386.339689,False,48
152,1152.6995029999998,379.931384,1157.313482,392.747994,-,1155.0064925,386.339689,False,48
153,1161.219417,379.931384,1189.683258,392.747994,Thru,1175.4513375,386.339689,False,48
154,804.7125679999999,433.17627999999996,817.528721,460.199816,11.7,811.1206445,446.68804800000004,False,49
155,779.140694,581.53152,786.388708,594.347849,5,782.7647010000002,587.9396845,False,50
156,752.380677,588.491524,766.218676,603.947852,4x,759.2996764999999,596.219688,False,50
157,769.780692,584.89152,779.192682,597.707849,R,774.4866870000002,591.2996845,False,50
158,484.90080599999993,707.411253,499.508677,720.227863,2x,492.2047415,713.8195579999998,False,51
159,503.380799,707.411253,518.764594,720.227863,15,511.0726965,713.8195579999998,False,51
160,1585.179366,259.574162,1592.445584,272.387255,R,1588.8124750000004,265.9807085,False,26
161,1599.9393599999999,229.571512,1611.892307,247.188037,37,1605.9158335000004,238.37977450000002,False,39
162,1628.979348,194.293396,1642.179151,213.707502,R5,1635.5792494999998,204.000449,False,52
163,734.8607059999999,864.3711900000001,752.644525,877.1878,Ra,743.7526155,870.7794949999999,False,5
164,756.460693,864.3711900000001,775.684505,877.1878,3.2,766.072599,870.7794949999999,False,5
165,1367.631343,852.2161,1380.447496,869.999652,Ra,1374.0394195000001,861.107876,False,53
166,1367.631343,829.176104,1380.447496,848.3996380000001,1.6,1374.0394195000001,838.787871,False,53
167,45.581282,802.811214,54.047171999999996,815.627824,F,49.814227,809.219519,False,54
168,753.8207179999999,501.133133,766.616428,517.6674320000001,8x,760.2185730000001,509.4002825,False,55
169,770.0206919999999,510.013125,785.536881,527.627424,R5,777.7787865,518.8202745,False,55
170,750.820743,524.173374,763.096612,541.1873860000001,4x,756.9586775,532.68038,False,55
171,766.300693,534.253336,781.1457230000001,552.587362,R5,773.723208,543.420349,False,55
172,806.512567,586.832117,819.328721,601.319759,2x,812.920644,594.075938,False,50
173,806.512567,559.896227,819.328721,582.9597669999999,140,812.920644,571.427997,False,50
174,804.6899860000001,549.555762,817.092086,558.119777,`,810.891036,553.8377694999998,False,50
175,808.061082,535.717562,817.181726,549.47978,0.5,812.621404,542.598671,False,50
176,502.672689,417.81628900000004,515.488842,433.19982699999997,16,509.08076550000004,425.508058,False,56
177,180.820928,729.491244,197.828822,742.307854,Rz,189.324875,735.899549,False,47
178,201.700918,729.491244,220.92474500000003,742.307854,6.3,211.3128315,735.899549,False,47
179,434.980826,679.2112639999999,444.222641,692.027874,K,439.6017335,685.6195690000001,False,57
180,438.100825,694.931258,445.804646,707.7478679999999,L,441.9527355,701.339563,False,57
181,337.540432,705.21971,351.381759,724.415395,S,344.4610955,714.8175524999998,False,58
182,261.820895,707.411253,276.428796,720.227863,2x,269.1248455,713.8195579999998,False,59
183,280.300888,707.411253,295.684713,720.227863,15,287.9928005,713.8195579999998,False,59
184,87.701265,799.691216,97.705149,812.507826,C,92.70320699999999,806.0995210000002,False,60
185,404.740838,536.171321,420.124663,548.987931,27,412.4327505,542.579626,False,61
186,1571.859407,246.97419700000003,1582.53141,265.06728799999996,2x,1577.1954085,256.0207425,False,26
187,1419.579432,354.219851,1456.522082,373.41553500000003,C-C,1438.050757,363.817693,False,10
188,1462.299468,354.219851,1469.209756,373.41553500000003,(,1465.754612,363.817693,False,10
189,1475.019486,354.219851,1486.557384,373.41553500000003,1,1480.788435,363.817693,False,10
190,1492.299497,354.219851,1498.0684449999999,373.41553500000003,:,1495.1839710000002,363.817693,False,10
191,1503.819582,354.219851,1515.357479,373.41553500000003,1,1509.5885305000004,363.817693,False,10
192,1521.219592,354.219851,1528.1298800000002,373.41553500000003,),1524.674736,363.817693,False,10
193,1276.17949,367.059845,1310.780751,386.25552999999996,A-A,1293.4801205,376.6576875,False,62
194,437.500825,652.331275,444.428722,665.147885,J,440.96477350000004,658.7395799999998,False,63
195,162.82093500000002,662.531271,180.484753,675.34788,Ra,171.65284400000004,668.9395754999999,False,64
196,184.420937,662.531271,203.64476399999998,675.34788,1.6,194.0328505,668.9395754999999,False,64
197,138.58094499999999,776.771225,155.58883899999998,789.5878349999999,Rz,147.08489200000002,783.17953,False,0
198,159.460935,776.771225,178.684762,789.5878349999999,6.3,169.07284850000005,783.17953,False,0
199,1130.379548,357.347034,1146.4717130000001,374.735908,j,1138.4256305,366.041471,False,48
200,1152.2195390000002,360.011392,1182.243316,372.828001,Ø0.1,1167.2314275,366.4196965,False,48
201,1187.859525,360.011392,1197.10134,372.828001,A,1192.4804325,366.4196965,False,48
202,1202.8595189999999,360.011392,1226.663298,372.828001,B-C,1214.7614085,366.4196965,False,48
203,947.860621,369.099845,961.701948,388.295529,A,954.7812845,378.69768700000003,False,65
204,726.940709,370.77984399999997,740.7820360000001,389.975529,B,733.8613725,380.37768650000004,False,66
205,671.992621,761.616136,684.808775,779.399688,Ra,678.4006979999998,770.507912,False,46
206,671.992621,738.57614,684.808774,757.799674,3.2,678.4006975,748.187907,False,46
207,77.021169,671.506908,98.105665,688.895783,b,87.563417,680.2013455,False,64
208,104.020958,673.811266,130.924781,686.627876,0.05,117.4728695,680.2195710000002,False,64
209,136.660945,673.811266,146.664829,686.627876,C,141.662887,680.2195710000002,False,64
210,76.781269,688.906901,98.319614,706.2957759999999,c,87.5504415,697.6013385,False,64
211,104.020958,693.731258,130.924781,706.547868,0.05,117.4728695,700.139563,False,64
212,355.420858,536.171321,370.804683,548.987931,27,363.1127705,542.579626,False,67
213,236.152441,607.775983,248.96905099999998,642.479743,24.74,242.560746,625.1278629999998,False,68
214,234.221311,599.6414269999999,243.341956,605.399758,+,238.7816335,602.5205925,False,69
215,242.501308,600.916326,251.621952,604.199758,-,247.06163,602.558042,False,69
216,233.62131200000002,585.517542,242.74195600000002,599.15976,0.1,238.181634,592.338651,False,69
217,243.461308,593.677514,252.581952,599.15976,0,248.02163,596.418637,False,69
218,158.632472,521.9759889999999,171.449082,537.359785,55,165.040777,529.6678870000002,False,70
219,158.632472,599.855958,171.449082,615.359754,55,165.040777,607.607856,False,71
220,77.021169,649.186917,98.105665,666.575791,d,87.563417,657.881354,False,64
221,107.86095700000001,654.0112740000001,127.204776,666.827884,0.2,117.5328665,660.419579,False,64
222,137.02094499999998,654.0112740000001,146.26276000000001,666.827884,A,141.6418525,660.419579,False,64
223,45.221282,661.091271,54.463097,673.907881,E,49.8421895,667.4995759999998,False,72
224,312.700875,371.739844,328.845631,390.935528,Q,320.77325299999995,381.337686,False,73
225,240.472439,519.455995,253.28904900000003,546.359781,21.3,246.880744,532.907888,False,74
226,237.34131000000002,511.321464,246.461955,517.079795,+,241.9016325,514.2006295,False,74
227,246.821306,512.596362,255.941951,515.8797940000001,-,251.3816285,514.238078,False,74
228,237.34131000000002,505.357549,246.461955,510.839796,0,241.9016325,508.09867249999996,False,74
229,247.061306,497.07757699999996,256.18195099999997,510.839796,0.1,251.6216285,503.9586865,False,74
230,82.421267,506.411333,100.205086,519.227943,Ra,91.3131765,512.8196379999998,False,75
231,104.021262,506.411333,123.245081,519.227943,1.6,113.6331715,512.8196379999998,False,75
232,44.741282,519.3713280000001,54.745166000000005,532.187938,D,49.743224,525.779633,False,76
233,490.180804,362.867032,511.2653,380.255906,g,500.72305200000005,371.561469,False,77
234,522.340791,365.29138900000004,549.2445769999999,378.107999,0.03,535.792684,371.699694,False,77
235,184.43246200000002,456.575991,197.24907199999998,483.59980700000006,39.3,190.840767,470.08789900000005,False,78
236,182.021332,448.561487,191.141977,454.319818,+,186.58165449999998,451.44065250000006,False,78
237,190.781329,449.716387,199.901973,452.99981900000006,-,195.341651,451.358103,False,78
238,181.901332,442.477574,191.021977,447.959821,5,186.46165449999998,445.2186975,False,78
239,191.741328,442.477574,200.861973,447.959821,0,196.3016505,445.2186975,False,78
240,73.301171,454.30699500000003,94.385667,471.695869,b,83.843419,463.001432,False,78
241,100.30096,456.611353,127.204775,469.427963,0.05,113.7528675,463.019658,False,78
242,132.940947,456.611353,142.18276200000003,469.427963,B,137.56185449999998,463.019658,False,78
243,73.06127099999999,471.58698799999996,94.599615,488.975863,c,83.830443,480.2814255,False,78
244,100.30096,476.53134500000004,127.204775,489.34795499999996,0.05,113.7528675,482.93965,False,78
245,160.432471,456.935986,173.24908100000002,472.439811,54,166.840776,464.6878985,False,78
246,158.610245,446.59580300000005,171.01234399999998,455.159818,`,164.8112945,450.87781050000007,False,78
247,161.98134,432.87757400000004,171.101985,446.639821,0.1,166.5416625,439.7586975,False,78
248,73.301171,431.987004,94.385667,449.375878,d,83.843419,440.681441,False,78
249,104.140958,436.81136100000003,123.364778,449.627971,0.2,113.75286799999999,443.219666,False,78
250,132.940947,436.81136100000003,142.18276200000003,449.627971,A,137.56185449999998,443.219666,False,78
251,209.500916,386.291381,227.284735,399.107991,Ra,218.3928255,392.699686,False,79
252,231.100918,386.291381,250.324745,399.107991,3.2,240.7128315,392.699686,False,79
253,1591.299363,217.78743300000002,1599.8764609999998,235.1759,n,1595.587912,226.4816665,False,39
254,1130.379548,340.2114,1144.987478,353.028009,4x,1137.6835130000002,346.6197045,False,48
255,581.2723030000001,575.1918929999999,594.0889129999999,589.799764,2x,587.680608,582.4958285,False,80
256,581.2723030000001,536.6160110000001,594.0889129999999,571.319771,25.25,587.680608,553.967891,False,81
257,73.90127,385.787023,94.98576700000001,403.175897,b,84.44351850000001,394.48146,False,82
258,100.90096,388.09137999999996,120.124779,400.90799,0.1,110.51286950000001,394.499685,False,82
259,124.060955,388.09137999999996,142.486842,400.90799,CZ,133.2738985,394.499685,False,82
260,148.180941,388.09137999999996,157.422756,400.90799,B,152.8018485,394.499685,False,82
261,73.78126999999999,403.067016,95.319615,420.45589,c,84.5504425,411.76145299999996,False,82
262,100.90096,407.89137200000005,120.124779,420.707982,0.1,110.51286950000001,414.299677,False,82
263,124.060955,407.89137200000005,142.486842,420.707982,CZ,133.2738985,414.299677,False,82
264,677.860729,333.227044,689.41441,350.615918,o,683.6375694999998,341.921481,False,83
265,689.500724,337.9314,704.8845200000001,350.74801,70,697.192622,344.339705,False,83
266,254.15243399999997,391.056019,266.969044,398.75984,4,260.560739,394.90792949999997,False,79
267,44.741282,377.651385,54.745166000000005,390.467994,C,49.743224,384.0596895,False,82
268,1615.059375,182.05343200000002,1625.999058,199.907543,2x,1620.5292164999998,190.9804875,False,52
269,1374.086627,605.81992,1391.475502,616.919753,n,1382.7810645,611.3698365,False,84
270,1378.790984,590.375962,1391.6075939999998,605.759758,90,1385.199289,598.06786,False,84
271,1378.790984,561.4559730000001,1391.6075939999998,586.919765,H10,1385.199289,574.1878690000001,False,84
272,1374.65382,551.291374,1392.954938,557.879777,(,1383.8043790000004,554.5855755,False,84
273,1376.019855,546.721448,1385.140499,552.479779,+,1380.580177,549.6006135,False,84
274,1384.1798509999999,547.996348,1393.300496,551.279779,-,1388.7401734999999,549.6380634999999,False,84
275,1375.419855,527.077582,1384.540499,546.239782,0.14,1379.980177,536.658682,False,84
276,1385.139851,540.757535,1394.260495,546.239782,0,1389.700173,543.4986584999998,False,84
277,1374.65382,520.3313870000001,1392.954938,526.9197889999999,),1383.8043790000004,523.625588,False,84
278,73.78126999999999,368.171388,88.38916400000001,380.987998,4x,81.085217,374.579693,False,82
279,1257.4595,290.041339,1261.2773710000001,299.16063199999996,°,1259.3684355,294.6009855,False,85
280,1369.791342,660.9361769999999,1382.607495,678.719729,Ra,1376.1994185,669.827953,False,86
281,1369.791342,637.89618,1382.607495,657.119715,1.6,1376.1994185,647.5079475,False,86
282,492.700803,342.70704,508.792968,360.095914,r,500.7468855,351.401477,False,77
283,516.940793,345.371397,554.644602,358.18800699999997,Ø0.05,535.7926974999999,351.7797020000001,False,77
